name,category,image_url,date_sold_item,median_price_sold_item,count_sold_item
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-06-28,245.424,119
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-06-29,254.223,163
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-06-30,256.918,260
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-01,257.101,201
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-02,245.284,186
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-03,243.984,177
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-04,244.081,147
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-05,248.802,236
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-06,236.63,345
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-07,238.885,234
Antwerp 2022 Ancient Souvenir Package,Сувенирный набор ,https://community.akamai.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXU5A1PIYQNqhpOSV-fRPasw8rsUlNgMgFFpuj1eVVfw-HHfDJ96NmJlY6InvL6J_XTkzJVv8Ej2b-TotSi2FDl-ktlYDj3cNKdIwM5MFjW-QLrku7o15a_ot2XnmfHjbR9/360fx360f,2022-07-08,254.548,250
